name,time
screenUpdate_T5a, -10.0
screenUpdate_T5a, -10.0
screenUpdate_T5a, 11.101018000394106
screenUpdate_T5a, 11.101018000394106
screenUpdate_T5a, 11.101018000394106
screenUpdate_T5a, 11.114116000011563
screenUpdate_T5a, 11.103906998410821
screenUpdate_T5a, 11.103907000273466
screenUpdate_T5a, 11.103907002136111
screenUpdate_T5a, 11.103906998410821
screenUpdate_T5a, 11.103907000273466
screenUpdate_T5a, 11.103907000273466
screenUpdate_T5a, 11.103907000273466
screenUpdate_T5a, 11.103907000273466
screenUpdate_T5a, 11.33012699894607
screenUpdate_T5a, 10.846387000754476
screenUpdate_T5a, 10.964513000100851
screenUpdate_T5a, 11.030373999848962
screenUpdate_T5a, 11.033662999048829
screenUpdate_T5a, 11.047844000160694
screenUpdate_T5a, 11.057450000196695
screenUpdate_T5a, 11.068513000383973
screenUpdate_T5a, 11.065642999485135
screenUpdate_T5a, 11.066095000132918
screenUpdate_T5a, 11.061131998896599
screenUpdate_T5a, 11.063536001369357
screenUpdate_T5a, 11.066244998946786
screenUpdate_T5a, 11.045877002179623
screenUpdate_T5a, 11.038976998999715
screenUpdate_T5a, 11.048729998990893
screenUpdate_T5a, 11.019964000210166
screenUpdate_T5a, 11.019039999693632
screenUpdate_T5a, 11.289910001680255
screenUpdate_T5a, 11.034433998167515
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.07693899795413
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.07693899795413
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.07693899795413
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.07693899795413
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.07693899795413
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, -20.0
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.076938999816775
screenUpdate_T5a, 11.07693900167942
screenUpdate_T5a, 11.926908997818828
screenUpdate_T5a, 11.011495999991894
screenUpdate_T5a, 11.095955001190305
screenUpdate_T5a, 11.081343999132514
screenUpdate_T5a, 11.095628999173641
screenUpdate_T5a, 11.059106001630425
screenUpdate_T5a, 11.072021998465061
screenUpdate_T5a, -20.0
screenUpdate_T5a, 11.118080001324415
screenUpdate_T5a, 11.10373100079596
screenUpdate_T5a, 11.077631000429392
screenUpdate_T5a, 11.083169998601079
screenUpdate_T5a, 11.083564998582006
screenUpdate_T5a, 11.087456002831459
screenUpdate_T5a, 11.084951998665929
screenUpdate_T5a, 11.096712000668049
screenUpdate_T5a, 11.084229998290539
screenUpdate_T5a, 11.084069000557065
screenUpdate_T5a, 11.08576799929142
screenUpdate_T5a, 11.080438001081347
screenUpdate_T5a, 11.095498001202941
screenUpdate_T5a, 11.096691999584436
screenUpdate_T5a, 11.090954998508096
screenUpdate_T5a, 11.075438000261784
screenUpdate_T5a, 11.092494001612067
screenUpdate_T5a, 11.094316000118852
screenUpdate_T5a, 11.075037997215986
screenUpdate_T5a, 11.081529002636671
screenUpdate_T5a, 11.1068259999156
screenUpdate_T5a, 11.105909999459982
screenUpdate_T5a, 11.086625000461936
screenUpdate_T5a, 11.12037199921906
screenUpdate_T5a, 11.105782000347972
screenUpdate_T5a, 11.08144100010395
screenUpdate_T5a, 11.078656999394298
screenUpdate_T5a, 11.088880999013782
screenUpdate_T5a, 11.103110002353787
screenUpdate_T5a, 11.071471998468041
screenUpdate_T5a, 11.075369000434875
screenUpdate_T5a, 11.072339000180364
screenUpdate_T5a, 11.091744000092149
screenUpdate_T5a, 11.080267999321222
screenUpdate_T5a, 11.091121001169086
screenUpdate_T5a, 11.080556998029351
screenUpdate_T5a, 11.08534100279212
screenUpdate_T5a, 11.081301998347044
screenUpdate_T5a, 11.108866998925805
screenUpdate_T5a, 11.077821001410484
screenUpdate_T5a, 11.08028900064528
screenUpdate_T5a, 11.083033999428153
